id,fund_id,object_id,name,funded_at,raised_amount,raised_currency_code,source_url,source_description,created_at,updated_at
897,897,f:9546,Eleven Fund,2012-04-04,12000000.0,EUR,http://www.eif.org/what_we_do/jeremie/news/2012_news/Bulgaria_launchhub_eleven.htm,EIF selects two Venture Capital Funds for EUR 21m Bulgarian SME initiative,2012-08-19 12:04:43,2012-08-20 01:11:48
898,898,f:9641,Ares Corporate Opportunities Fund IV,2012-08-22,4700000000.0,USD,http://www.finsmes.com/2012/08/ares-management-closes-4-7bn-fourth-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Ares Management Closes $4.7BN Fourth Fund,2012-08-23 03:54:01,2012-08-23 03:54:01
899,899,f:17,Israel-focused Fund V,2012-08-23,200000000.0,USD,http://venturebeat.com/2012/08/23/sequoia-capital-israel-fund/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals%29,"Mazel tov, Israeli startups: Sequoia Capital raised $200M to fund you",2012-08-24 03:13:16,2013-11-01 18:29:56
900,900,f:99,Pitango Venture Capital Fund VI,2013-10-01,270000000.0,USD,http://techcrunch.com/2013/10/01/pitango-closes-new-270m-fund-to-fuel-more-startups-coming-out-of-israel/?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29,Pitango Closes New $270M Fund Backed By Asian Money To Fuel More Startups Coming Out Of Israel,2012-08-31 03:00:09,2013-10-01 07:26:59
901,901,f:3819,Fund I,2012-08-30,50000000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020120830e88utbioj&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120830e88utbioj%26from%3dalert%26pid%3d32,InCube Ventures Closes First Fund as Standalone Firm at $50M,2012-08-31 03:16:22,2012-08-31 03:16:22
902,902,f:3181,SV Angel IV,2012-08-30,40000000.0,USD,http://techcrunch.com/2012/08/30/sec-watch-sv-angel-raising-40-million/,SEC Watch: SV Angel Raising $40 Million,2012-08-31 03:19:02,2012-08-31 03:37:02
903,903,f:663,Avalon Ventures X,2012-08-30,200000000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020120830e88urmuua&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120830e88urmuua%26from%3dalert%26pid%3d32,Avalon Ventures Surpasses $200M Target for Latest Fund,2012-08-31 03:30:49,2012-08-31 03:30:49
904,904,f:9681,Gridiron Capital Fund II,2012-08-31,425000000.0,USD,http://www.finsmes.com/2012/08/gridiron-capital-closes-fund-425m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Gridiron Capital Closes Second Fund at $425M,2012-09-01 06:20:55,2012-09-01 06:20:55
905,905,f:813,MOLINS CAPITAL INVERSION,2012-09-03,20000000.0,EUR,http://www.finsmes.com/2012/09/active-venture-partners-closes-fund-e54m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,ACTIVE Venture Partners Closes Second Fund at 54M,2012-09-04 01:41:36,2013-11-01 19:51:12
906,906,f:9700,"Patron Capital, L.P. IV",2012-09-05,880000000.0,EUR,http://www.finsmes.com/2012/09/patron-capital-raises-e880m-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Patron Capital Raises over 880m for New Fund,2012-09-06 04:02:06,2012-09-06 04:02:06
907,907,f:9701,Fund III,2012-09-05,91000000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020120905e895sdryi&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120905e895sdryi%26from%3dalert%26pid%3d32,Avrio Capital Closes Third Fund at $91M,2012-09-06 05:26:12,2012-09-06 05:26:12
908,908,f:9674,Gorilla Acceleration Fund Ky,2012-09-01,1300000.0,USD,,,2012-09-07 03:59:39,2012-09-07 11:49:47
909,909,f:719,Fund III,2012-09-06,270000000.0,USD,http://techcrunch.com/2012/09/06/nexus-raises-a-third-fund-of-270m-to-find-the-next-killer-app-in-india/,"Nexus Raises A Third Fund Of $270M To Find The Next Killer App, In India",2012-09-07 05:51:43,2012-09-07 05:51:43
910,910,f:127,Fund VI,2012-09-10,150000000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020120910e89aammik&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120910e89aammik%26from%3dalert%26pid%3d32,"Novak Biddle Raising Sixth Fund, Targeting Less Than $150M",2012-09-11 03:53:22,2012-09-11 03:53:22
911,911,f:9738,Seed Fund,2013-08-08,1050000.0,USD,,self (Strong Ventures Managing Director),2012-09-11 05:32:44,2013-08-08 10:13:51
912,912,f:3809,Founder Collective II,2012-09-11,70000000.0,USD,http://techcrunch.com/2012/09/11/founder-collective-raises-70-million-for-new-fund/,Founder Collective Raises $70 Million For New Fund,2012-09-12 03:29:57,2012-09-12 03:29:57
913,913,f:1228,Fund I,2000-03-15,20400000.0,USD,,,2012-09-12 19:17:33,2012-09-15 22:13:28
914,914,f:1228,Fund II,2007-07-01,23700000.0,USD,,,2012-09-12 19:18:59,2012-09-15 22:13:29
915,915,f:4691,Fund III,2012-09-13,36500000.0,USD,http://techcrunch.com/2012/09/13/nycs-lerer-ventures-closes-30m-third-fund-for-early-stage-investments/,NYCs Lerer Ventures Raising $30M Third Fund For Early-Stage Investments,2012-09-14 02:50:28,2012-10-24 00:09:20
916,916,f:8053,Greenstart,2012-03-01,6000000.0,USD,http://techcrunch.com/2012/03/05/cleantech-focused-incubator-greenstart-now-offering-startups-an-extra-100k/,Cleantech-Focused Incubator Greenstart Now Offering Startups An Extra $100K,2012-09-15 02:52:55,2012-09-20 14:41:09
917,917,f:745,"Foundry Venture Capital 2012, L.P.",2012-09-14,225000000.0,USD,http://techcrunch.com/2012/09/14/foundry-group-raises-another-225m-fund-recycles-last-225m-blog-post-to-announce-it/,Foundry Group Raises Another $225M Fund; Recycles Last $225M Blog Post To Announce It,2012-09-15 03:14:13,2012-09-15 03:14:13
918,918,f:6973,Pilot Fund,2010-01-01,888000.0,USD,http://thenextweb.com/la/2012/09/03/start-up-chiles-first-alumni-numbers-45-still-businesses-running-chile-stats/,Start-Up Chile's First Alumni by the Numbers,2012-09-17 13:26:55,2012-09-26 13:07:24
919,919,f:952,Ventech Capital F,2012-09-19,100000000.0,EUR,http://techcrunch.com/2012/09/18/paris-based-ventech-close-to-closing-e100m-fund-to-invest-in-europe-and-brics/,Paris-Based Ventech Close To Closing 100M Fund To Invest In Europe And BRICs,2012-09-19 02:29:11,2012-09-19 02:29:11
920,920,f:8913,Fund I,2012-09-19,3500000.0,USD,http://techcrunch.com/2012/09/19/charlie-odonnells-brooklyn-bridge-ventures-raises-3-5m/,Charlie ODonnells Brooklyn Bridge Ventures Raises $3.5M,2012-09-20 02:38:02,2012-09-20 02:38:02
921,921,f:195,Life Sciences Fund,2012-09-19,91000000.0,USD,http://www.fiercebiotech.com/story/wellington-partners-rounds-91m-new-european-life-sciences-fund/2012-09-19?utm_source=rss&utm_medium=rss,Wellington Partners rounds up $91M for new European life sciences fund,2012-09-20 03:28:23,2012-09-20 03:28:23
922,922,f:9796,"Harvest Partners VI, L.P.",2012-09-20,1100000000.0,USD,http://www.finsmes.com/2012/09/harvest-partners-closes-1-1bn-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Harvest Partners Closes $1.1BN Fund,2012-09-21 02:28:21,2012-09-21 02:28:21
923,923,f:8631,Fund I,2007-01-01,0.0,EUR,,,2012-09-21 23:52:06,2012-09-21 23:52:26
924,924,f:8631,Fund II,2009-09-01,5000000.0,EUR,,,2012-09-21 23:52:06,2012-09-21 23:52:26
926,926,f:9763,IdeaSpace Incubator Fund,2012-03-01,12500000.0,USD,http://www.techwireasia.com/2240/ideaspace-seed-fund-launched-for-philippine-technopreneurs/,First Pacific Group of Companies,2012-09-23 14:06:35,2012-10-05 19:28:09
927,927,f:9809,THC 2,2012-09-25,50000000.0,EUR,http://www.finsmes.com/2012/09/tar-heel-capital-closes-fund-e50m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Tar Heel Capital Closes Fund at 50M,2012-09-26 05:17:21,2012-09-26 05:17:21
928,928,f:113,Crossover Fund VI,2012-09-26,320000000.0,USD,http://www.finsmes.com/2012/09/crosslink-capital-closed-crossover-fund-vi-320m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Crosslink Capital Closed Crossover Fund VI at $320M,2012-09-27 07:59:10,2012-09-27 07:59:10
930,930,f:8157,Raptor Ventures I LP,2012-09-28,32200000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020120928e89sojwee&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120928e89sojwee%26from%3dalert%26pid%3d32,Raptor Bites Into VC Market With $32M Toward Fund I,2012-09-29 03:28:55,2012-09-29 03:28:55
931,931,f:8003,Fund I,2012-10-03,100000000.0,USD,http://techcrunch.com/2012/10/03/brandery/,"Brandery Debuts 3rd Batch, Announces $100M Fund To Turn Cincy Into A Magnet For Startups",2012-10-04 03:18:59,2012-10-04 03:18:59
932,932,f:3544,NascenTI,2011-11-01,25.0,USD,http://startups.ig.com.br/2011/nascenti-confrapar-lanca-fundo-para-investir-em-ti-no-rio-de-janeiro/,NascenTI: Confrapar lança fundo de R$ 35 milhoes para investir em TI no Rio de Janeiro,2012-10-04 14:48:23,2012-10-13 21:16:55
933,933,f:9616,"Amerigo Innvierte Spain Technologies, FCR",2012-08-01,45000000.0,EUR,http://www.fundspeople.com/noticias/el-fondo-de-capital-riesgo-de-cygnus-am-para-telefonica-tendra-un-tamano-maximo-de-45-millones-62869,Kibo Ventures launches new fund,2012-10-07 07:43:01,2012-10-25 06:14:16
934,934,f:9419,Roark Capital Partners III LP,2012-10-08,1500000000.0,USD,http://www.finsmes.com/2012/10/roark-capital-group-closes-private-equity-fund-1-5bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Roark Capital Group Closes Third Private Equity Fund at $1.5BN,2012-10-09 02:23:43,2012-10-09 02:23:43
935,935,f:3586,Longitude Venture Partners II,2012-10-10,385000000.0,USD,http://www.finsmes.com/2012/10/longitude-capital-closes-fund-385m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Longitude Capital Closes Second Fund at $385M,2012-10-11 10:12:34,2012-10-11 10:12:34
936,936,f:903,DFJ Mercury Fund I,2005-03-20,20000000.0,USD,http://www.bizjournals.com/houston/stories/2006/07/17/story7.html,Venture Firm Targets Early Stage Tech Deals with First Fund,2012-10-17 15:10:01,2012-10-19 21:52:42
938,938,f:9615,Seed fund,2012-07-18,10000000.0,USD,http://techcrunch.com/2012/10/18/mesa-early-stage-funds/,Investment Bank MESA Raises $10M Fund For Early-Stage Deals,2012-10-18 17:07:00,2012-10-18 17:07:00
939,939,f:5717,Greenspring Global Partners V,2012-10-21,356000000.0,USD,http://www.finsmes.com/2012/10/greenspring-associates-closes-356m-fund-of-funds.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Greenspring Associates Closes $356M Fund-of-Funds,2012-10-22 03:46:22,2012-10-22 03:46:22
940,940,f:8738,EC1 Capital. Seed Fund.,2011-12-08,10000000.0,GBP,,,2012-10-22 09:40:35,2012-10-25 06:06:38
941,941,f:32,Atomico III,2013-11-10,476630000.0,USD,http://www.strictlyvc.com/2013/11/09/atomico-raises-476-6-million-third-fund/,Atomico Raises $476.6 Million for Third Fund,2012-10-26 05:01:10,2013-11-11 05:00:36
942,942,f:9433,BHV Entrepreneurship Fund I,2012-06-15,4100000.0,USD,,,2012-10-30 00:40:01,2012-10-31 04:53:51
943,943,f:7095,Fund 1,2011-02-01,0.0,USD,,,2012-10-30 18:25:35,2012-10-31 04:54:59
944,944,f:7095,Venture51 Capital Partners II,2013-07-13,25000000.0,USD,http://www.finsmes.com/2013/07/venture51-raises-25m-vc-fund.html,Venture51 Raises $25M VC Fund,2012-10-30 18:26:01,2013-07-15 06:05:29
945,945,f:10029,Brazil Fund,2012-07-01,130000000.0,USD,http://thenextweb.com/la/2012/07/23/interview-redpoint-e-ventures-yann-de-vries-on-its-new-130-million-fund-for-brazil/,,2012-11-01 16:34:22,2012-11-01 16:34:22
946,946,f:191,Venrock VI,2010-07-01,350000000.0,USD,http://bits.blogs.nytimes.com/2010/07/06/a-new-smaller-fund-at-venrock/,NY Times,2012-11-08 00:18:14,2012-11-09 05:44:14
947,947,f:48,Benchmark Capital Partners VII LP,2011-01-14,425000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110114e71e00001&r=Rss&s=DJFVW,Benchmark Capital Raising $425M Seventh Fund,2012-11-08 21:00:56,2012-11-08 21:00:56
948,948,f:1799,Pre Seed Fund,2002-01-01,0.0,USD,http://www.starfishvc.com/news/starfish-ventures-announces-final-close-of-technology-fund-at-aud123-million-261104.html,,2012-11-09 03:28:51,2013-07-17 10:48:46
949,949,f:1799,Starfish Technology Fund I,2004-01-01,0.0,USD,http://www.starfishvc.com/news/starfish-ventures-announces-final-close-of-technology-fund-at-aud123-million-261104.html,Starfish Ventures announces final close of Technology Fund at AU$123M,2012-11-09 03:29:09,2013-07-17 10:48:46
950,950,f:1799,Starfish Technology Fund II,2008-01-01,0.0,USD,http://www.starfishvc.com/news/starfish-ventures-closes-australias-largest-venture-capital-fund-with-185-million-tech-fund-13112008.html,Starfish Ventures Closes Australia's Largest Venture Capital Fund with $185 million Tech Fund,2012-11-09 03:29:21,2013-07-17 10:48:46
951,951,f:7681,"Serra Capital I, L.P",2010-10-01,0.0,USD,http://www.serraventures.com/serra_capital/,,2012-11-09 18:38:28,2012-11-09 18:38:28
952,952,f:1176,Fonsinnocat,2002-05-03,25000000.0,USD,http://www.highgrowth.net/index.php/eng/en_fons_innocat.html,Fonsinnocat website,2012-11-12 10:40:24,2012-11-14 05:59:24
953,953,f:1176,Highgrowth Innovation,2007-07-01,18000000.0,USD,http://www.highgrowth.net/index.php/eng/en_highgrowth_innovation.html,Highgrowth Innovation's website,2012-11-12 10:41:25,2012-11-14 05:59:28
954,954,f:10082,Israeli micro venture capital fund,2012-11-13,35000000.0,USD,,,2012-11-13 21:37:13,2012-11-13 21:37:13
955,955,f:10079,Lion Fund I,2012-11-01,0.0,USD,,,2012-11-14 14:42:10,2012-11-19 07:28:24
956,956,f:3738,Fund IV,2012-11-13,40000000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020121113e8bdnhfqg&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020121113e8bdnhfqg%26from%3dalert%26pid%3d32,Birchmere's Fourth Fund Closed at $40M as Firm Taps Family Offices,2012-11-15 03:14:32,2012-11-15 03:14:32
957,957,f:6956,OTP Venture Capital Fund I.,,24000000.0,EUR,https://www.otpbank.hu/portfolion/FundManaged,Fund managed,2012-11-17 14:06:33,2012-11-22 13:09:12
961,961,f:31,OATV Fund III,2012-11-19,85000000.0,USD,http://techcrunch.com/2012/11/19/seed-stage-vc-firm-oreilly-alphatech-ventures-raises-85m-new-fund/,Seed Stage VC Firm OReilly AlphaTech Ventures Raises $85M New Fund,2012-11-21 12:33:18,2012-11-21 12:33:18
962,962,f:7632,Growth Equity Round,2012-11-21,0.0,USD,,,2012-11-21 19:30:58,2012-11-21 19:30:58
963,963,f:592,GRP IV,2012-10-31,200000000.0,USD,http://www.socaltech.com/grp_partners_hits__48_6m_in_new_fund_grp_iv/s-0045973.html,"GRP Partners Hits $148.6M In New Fund, GRP IV",2012-11-25 20:24:27,2013-07-02 16:46:37
964,964,f:375,Greycroft III,2012-11-26,175000000.0,USD,http://www.finsmes.com/2012/11/greycroft-partners-closes-vc-fund-175m.html,Greycroft Partners Closes VC Fund at $175M,2012-11-27 08:26:12,2012-11-27 08:26:12
966,966,f:10165,Seedcamp,2012-11-01,50000.0,EUR,http://www.seedcamp.com/2012/11/4-new-teams-joining-the-seedcamp-family.html,,2012-12-06 12:57:14,2012-12-10 04:35:20
967,967,f:10165,Seedcamp,2012-11-01,100000.0,EUR,http://www.seedcamp.com/2012/11/4-new-teams-joining-the-seedcamp-family.html,,2012-12-06 12:58:15,2012-12-10 04:35:44
968,968,f:8118,Fund I,2012-12-06,50000000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020121206e8c6aqx08&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020121206e8c6aqx08%26from%3dalert%26pid%3d32,Naya Ventures Closes Inaugural $50M Fund Focusing on Mobile and Cloud,2012-12-08 04:04:35,2012-12-08 04:04:35
969,969,f:1132,Products & Services Fund,2012-07-01,0.0,USD,,,2012-12-12 18:49:04,2012-12-17 20:17:28
970,970,f:1132,Processes & Infrastructure Fund,2012-07-01,0.0,USD,,,2012-12-12 18:49:04,2013-06-11 17:53:38
971,971,f:2130,Xange Capital 2,,60000000.0,EUR,,,2012-12-13 07:23:08,2012-12-17 20:19:00
972,972,f:2130,XPansion Capital,,50000000.0,EUR,,,2012-12-13 07:23:08,2012-12-17 20:19:01
973,973,f:2130,Regional Fund FIP,,15000000.0,EUR,,,2012-12-13 07:23:08,2012-12-17 20:19:01
974,974,f:2130,Fund of Actys 2,,40000000.0,EUR,,,2012-12-13 07:23:08,2012-12-17 20:19:01
975,975,f:17,Global Growth Fund,2012-12-17,700000000.0,USD,http://techcrunch.com/2012/12/17/sequoia-raises-700m-for-global-growth-fund/,Sequoia Raises $700M For Global Growth Fund,2012-12-18 01:46:44,2012-12-18 01:46:44
976,976,f:4282,Clearlake Capital Partners III,2013-01-03,785000000.0,USD,http://www.finsmes.com/2013/01/clearlake-capital-group-closes-private-equity-fund-785m.html,Clearlake Capital Group Closes Third Private Equity fund at $785M,2013-01-04 04:15:43,2013-01-04 04:15:43
977,977,f:8706,Unitus Seed Fund I,2013-01-03,8000000.0,USD,http://techcrunch.com/2013/01/03/unitus-seed-fund/,"Unitus Seed Fund Raises $8M From Khosla, 500 Startups To Back Ventures That Fight Poverty In India",2013-01-04 05:02:26,2013-01-04 05:02:26
978,978,f:9835,Initial Opt-In Fund (Up To $5M),2012-09-01,5000000.0,USD,http://techcrunch.com/2013/01/06/meet-mike-rothenberg-the-27-year-old-whose-seed-fund-could-be-the-best-bang-for-your-cap-table-buck/,,2013-01-06 23:26:06,2013-01-07 01:30:25
979,979,f:379,Innovation Works Development Fund,2011-08-21,180000000.0,USD,http://www.prnewswire.com/news-releases/wi-harper-group-announces-closing-of-wih-fund-7--innovation-works-development-fund-128873133.html,WI Harper Group Announces Closing of WIH Fund 7 & Innovation Works Development Fund,2013-01-08 03:21:03,2013-01-09 21:19:05
980,980,f:379,WI Harper Fund VI,2007-03-08,133000000.0,USD,http://venturebeat.com/2007/03/08/wi-harper-raises-133-million-venture-fund/,WI Harper raises $133 million venture fund Read,2013-01-08 03:25:31,2013-01-30 03:18:35
981,981,f:3854,Founding fund,2009-09-01,115000000.0,USD,http://venturebeat.com/2009/09/06/q-a-with-kai-fu-lee-on-building-innovation-works-google-china/,Q & A: Google China's Kai-Fu Lee on his new Chinese startup incubator,2013-01-08 03:57:35,2013-01-09 21:33:43
982,982,f:3836,CHV III LP,2013-01-07,225000000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020130107e917v93b8&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020130107e917v93b8%26from%3dalert%26pid%3d32,Ascension Health Ventures Closes Third Fund as LPs Look for Health IT,2013-01-08 04:35:33,2013-01-08 04:35:33
983,983,f:581,Fund VII,2013-01-09,375000000.0,USD,http://www.finsmes.com/2013/01/western-technology-investment-closes-seventh-fund-375m.html,Western Technology Investment Closes Seventh Fund at $375M,2013-01-10 04:50:39,2013-01-10 04:50:39
984,984,f:9873,PeopleFund I,,0.0,USD,,,2013-01-10 17:29:53,2013-01-11 05:15:58
985,985,f:636,Bain Capital Ventures Fund 2009,2009-02-01,525000.0,USD,,,2013-01-11 16:01:55,2013-01-14 04:43:36
986,986,f:4604,Wellington Financial Fund IV,2013-01-14,190000000.0,USD,http://www.finsmes.com/2013/01/wellington-financial-holds-close-fourth-fund-190m.html,Wellington Financial Holds Second Close of Fourth Fund at $190M,2013-01-15 03:23:19,2013-01-15 03:23:19
987,987,f:4505,Media Opportunities Fund 2 EIS,2013-01-14,10000000.0,GBP,http://www.finsmes.com/2013/01/ingenious-ventures-raise-10m-fund.html,Ingenious Ventures to Raise £10M for Second Fund,2013-01-15 06:02:44,2013-01-15 06:02:44
988,988,f:1044,Emerald Cleantech Fund III,2013-01-15,0.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020130115e91fv3o58&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020130115e91fv3o58%26from%3dalert%26pid%3d32,Emerald Technology Ventures Holds Second Closing of Third Fund,2013-01-16 03:39:07,2013-01-16 03:39:07
989,989,f:3823,Medtech Fund,2013-01-15,225000000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020130115e91favxl2&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020130115e91favxl2%26from%3dalert%26pid%3d32,MVM Life Science Partners to Raise $225M Medtech Fund This Year,2013-01-16 04:39:39,2013-01-16 04:39:39
990,990,f:10358,Huron Fund IV,2013-01-15,500000000.0,USD,http://www.finsmes.com/2013/01/huron-capital-closes-fourth-investment-fund-500m.html,Huron Capital Closes Fourth Investment Fund at $500M,2013-01-16 13:19:49,2013-01-16 13:19:49
991,991,f:13,Redpoint V,2013-01-16,400000000.0,USD,http://techcrunch.com/2013/01/16/redpoint-ventures-v-400-million/,"Redpoint Ventures Closes On $400 Million For Its 5th Fund, Redpoint V, To Invest In More Early-Stage Startups",2013-01-17 02:37:25,2013-01-17 02:57:59
992,992,f:9467,Disruptive Innovation Fund,2007-08-01,0.0,USD,,,2013-01-18 06:39:20,2013-01-21 03:14:34
993,993,f:9913,Venture capital fund,2013-01-23,100000000.0,USD,http://venturebeat.com/2013/01/22/ribbit-capital-100-million-fund/,Ribbit Capital lands $100M fund for finance-focused startups,2013-01-23 03:38:54,2013-01-23 03:40:52
994,994,f:929,Prime Ventures IV,2013-01-24,100000000.0,EUR,http://www.finsmes.com/2013/01/prime-ventures-holds-close-vc-fund-iv-e100m.html,Prime Ventures Holds First Close VC Fund IV at 100M,2013-01-25 11:01:18,2013-01-25 11:01:23
995,995,f:8307,Openfund II,2013-01-27,10000000.0,EUR,http://www.finsmes.com/2013/01/openfund-launches-e10m-fund.html,Openfund Launches 10M Second Fund,2013-01-28 02:27:01,2013-01-28 02:27:01
996,996,f:6776,"TEXO Ventures I, LP",2012-01-24,0.0,USD,,,2013-01-28 05:12:53,2013-01-28 07:07:43
997,997,f:379,WI Harper Fund V,,0.0,USD,,,2013-01-28 22:39:26,2013-01-30 03:18:35
998,998,f:379,WI Harper Fund IV,,0.0,USD,,,2013-01-28 22:39:26,2013-01-30 03:18:36
999,999,f:379,WI Harper Fund III,,0.0,USD,,,2013-01-28 22:39:27,2013-01-30 03:18:36
1000,1000,f:379,WI Harper Fund II,,0.0,USD,,,2013-01-28 22:39:27,2013-01-30 03:18:36
1001,1001,f:379,WI Harper Fund I,,0.0,USD,,,2013-01-28 22:39:27,2013-01-30 03:18:36
1002,1002,f:10437,Lightspeed China Partners I,2013-01-29,168000000.0,USD,http://www.finsmes.com/2013/01/lightspeed-china-partners-closes-168m-fund.html,Lightspeed China Partners Closes $168M Fund,2013-01-29 02:32:22,2013-01-29 02:32:22
1003,1003,f:5344,ZGI Fund,,49000000.0,USD,,,2013-01-29 09:36:48,2013-02-01 08:24:41
1004,1004,f:5344,ZGI-2,,0.0,USD,,,2013-01-29 09:36:48,2013-01-30 14:02:15
1005,1005,f:8154,Serent Capital II,2013-01-30,350000000.0,USD,http://www.finsmes.com/2013/01/serent-capital-closes-fund-350m.html,Serent Capital Closes Second Fund at $350M,2013-01-31 02:50:10,2013-01-31 02:50:10
1006,1006,f:1866,Cleantech Fund II,2013-01-30,74000000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020130130e91uqo09u&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020130130e91uqo09u%26from%3dalert%26pid%3d32,Israel Cleantech Ventures Closes $74M Second Fund,2013-01-31 03:41:42,2013-01-31 03:41:42
1007,1007,f:7512,Fulcrum Growth Fund II,2013-01-31,93000000.0,USD,http://www.finsmes.com/2013/01/fulcrum-equity-partners-closes-fund-93m.html,Fulcrum Equity Partners Closes Second Fund at $93M,2013-02-01 06:01:56,2013-02-01 06:01:56
1008,1008,f:8875,ebut Health-Care Fund,2013-01-31,100000000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020130131e91vs6co0&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020130131e91vs6co0%26from%3dalert%26pid%3d32,Growth-Equity Firm Foresite Capital Raises $100M for Debut Health-Care Fund,2013-02-01 06:22:36,2013-02-01 06:22:36
1009,1009,f:6947,EnCap Energy Capital Fund IX,2013-02-03,5000000000.0,USD,http://www.finsmes.com/2013/02/encap-investments-closes-fund-ix-5bn.html,EnCap Investments Closes Fund IX at $5BN,2013-02-04 02:43:28,2013-02-04 02:43:28
1010,1010,f:8675,K5 Venture Fund I,,0.0,USD,,,2013-02-04 04:30:13,2013-02-05 20:41:35
1011,1011,f:583,Osage Venture Partners III,2013-02-05,66000000.0,USD,http://pevc.dowjones.com/article?an=DJFVW00020130204e924sio94&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020130204e924sio94%26from%3dalert%26pid%3d32,"Osage Venture Partners Closes Fund III at $66M, Above Target",2013-02-06 04:55:54,2013-02-06 04:55:54
1012,1012,f:214,SoftBank PrinceVille Investments,2013-02-07,250000000.0,USD,http://www.finsmes.com/2013/02/softbank-capital-closes-250m-fund.html,SoftBank Capital Closes $250M Fund,2013-02-08 02:53:37,2013-02-08 02:53:37
1013,1013,f:34,Spark Capital Fund IV,2013-02-26,450000000.0,USD,http://techcrunch.com/2013/02/25/boston-based-vc-firm-and-early-twitter-investor-spark-capital-raises-450m-for-fourth-fund/,Boston-Based VC Firm And Early Twitter Investor Spark Capital Raises $450M For Fourth Fund,2013-02-08 03:06:37,2013-02-27 02:06:46
1014,1014,f:4,Accel London IV,2013-03-21,475000000.0,USD,http://techcrunch.com/2013/03/21/accel-closes-475m-fund-its-fourth-to-invest-mainly-in-europe-and-israel/,"Main Event Page europe Comment 1 inShare58 Accel Closes $475M Fund To Invest Mainly In Europe And Israel, Focusing On Its Series A Sweet Spot",2013-02-08 04:23:55,2013-03-26 03:56:21
